site_no,Power.avg,Period,Power.avg.pval
10281800,0.007516190665520862,0.06666666666666667,1
10281800,0.009117988561065443,0.06901766158942517,1
10281800,0.010628503275400365,0.0714515641690862,1
10281800,0.011956864096460025,0.07397129813785633,1
10281800,0.013064706980697078,0.07657989033313566,1
10281800,0.013973770245472684,0.07928047433351472,1
10281800,0.014750728783540532,0.08207629422299442,1
10281800,0.015478458298270827,0.08497070848795081,1
10281800,0.016228806910841557,0.08796719405152627,1
10281800,0.017047492581752303,0.09106935045029302,1
10281800,0.0179524086597204,0.09428090415820632,1
10281800,0.018940378994038713,0.09760571306304168,1
10281800,0.019996749351987076,0.1010477711006932,1
10281800,0.02110416964451635,0.1046112130529001,1
10281800,0.022248605327150613,0.10830031951416473,1
10281800,0.023421853207556225,0.11211952203382859,1
10281800,0.024621477961071628,0.11607340843948322,1
10281800,0.02585082962442944,0.1201667283481107,1
10281800,0.027121880289629037,0.12440439887157431,1
10281800,0.028460498018903893,0.12879151052331275,1
10281800,0.02990888852053012,0.13333333333333333,1
10281800,0.03151810798470206,0.13803532317885034,1
10281800,0.033328843930310645,0.1429031283381724,1
10281800,0.03534910512898411,0.14794259627571266,1
10281800,0.03754489610359684,0.1531597806662713,1
10281800,0.039856352143254274,0.15856094866702944,1
10281800,0.042236974308353256,0.16415258844598885,1
10281800,0.04469725037700387,0.16994141697590162,1
10281800,0.047328972791446836,0.1759343881030526,1
10281800,0.050297678179478195,0.18213870090058606,1
10281800,0.05380906624618426,0.18856180831641264,1
10281800,0.058066533501255346,0.19521142612608336,1
10281800,0.0632346074952506,0.2020955422013864,1
10281800,0.06941330229535954,0.2092224261058002,1
10281800,0.07662152272345812,0.21660063902832946,1
10281800,0.08478768045142637,0.22423904406765718,1
10281800,0.09374969840893524,0.23214681687896643,1
10281800,0.10326993987909663,0.2403334566962214,1
10281800,0.11306903129898269,0.24880879774314865,1
10281800,0.12287277584413678,0.2575830210466255,1
10281800,0.13245269881194738,0.26666666666666666,1
10281800,0.14163892061261632,0.27607064635770073,1
10281800,0.1503056094881585,0.2858062566763448,1
10281800,0.15835943037303205,0.29588519255142526,1
10281800,0.16576637866212143,0.3063195613325426,1
10281800,0.1726180511103748,0.3171218973340589,1
10281800,0.17919129732488642,0.32830517689197775,1
10281800,0.18593657361264354,0.33988283395180324,1
10281800,0.1933584802349631,0.35186877620610524,1
10281800,0.20181361815935236,0.36427740180117213,1
10281800,0.21131364477662398,0.3771236166328253,1
10281800,0.2214473196968482,0.3904228522521668,1
10281800,0.23149951977707742,0.4041910844027728,1
10281800,0.2407556824961344,0.41844485221160044,1
10281800,0.24887757677988193,0.4332012780566589,1
10281800,0.2561735079118904,0.44847808813531437,1
10281800,0.26360629902267524,0.464293633757933,1
10281800,0.2724961212325656,0.4806669133924428,1
10281800,0.28403497980489717,0.49761759548629736,1
10281800,0.2988394402538358,0.515166042093251,1
10281800,0.31674987481728334,0.5333333333333333,1
10281800,0.3369458556867538,0.5521412927154015,1
10281800,0.35827827418307623,0.5716125133526896,1
10281800,0.37962286063932643,0.5917703851028507,1
10281800,0.4000867426078767,0.6126391226650852,1
10281800,0.41902055576096686,0.6342437946681178,1
10281800,0.43591705084358007,0.6566103537839555,1
10281800,0.450328820140959,0.6797656679036065,1
10281800,0.46189226782207626,0.7037375524122105,1
10281800,0.4704524985817944,0.7285548036023443,1
10281800,0.47621188750581284,0.7542472332656506,1
10281800,0.4798075949451674,0.7808457045043335,1
10281800,0.48225465677124485,0.8083821688055456,1
10281800,0.4847472420303743,0.8368897044232009,1
10281800,0.4883674635259441,0.8664025561133178,1
10281800,0.4937933430668253,0.8969561762706287,1
10281800,0.5011133202168507,0.928587267515866,1
10281800,0.509831041616611,0.9613338267848855,1
10281800,0.5190766635568707,0.9952351909725947,1
10281800,0.527949661982716,1.030332084186502,1
10281800,0.5358498179229937,1.0666666666666667,1
10281800,0.5426559888104118,1.1042825854308025,1
10281800,0.5486930174375626,1.1432250267053796,1
10281800,0.5545321112327136,1.1835407702057015,1
10281800,0.5607299555245411,1.2252782453301705,1
10281800,0.5676072180364699,1.2684875893362355,1
10281800,0.57513352295657,1.3132207075679105,1
10281800,0.5829556603181358,1.3595313358072134,1
10281800,0.5905688827500477,1.407475104824421,1
10281800,0.5975689209627367,1.4571096072046885,1
10281800,0.6038617751456715,1.5084944665313011,0.99
10281800,0.6097120434070431,1.5616914090086667,0.91
10281800,0.6156022599005371,1.6167643376110916,0.75
10281800,0.6219961885278181,1.6737794088464018,0.51
10281800,0.6291553252879903,1.7328051122266357,0.26
10281800,0.6371094166372148,1.7939123525412575,0.07
10281800,0.645772903825747,1.8571745350317324,0.02
10281800,0.6551226646642423,1.9226676535697715,0.01
10281800,0.665368802863171,1.9904703819451894,0
10281800,0.677110713347697,2.060664168373004,0
10281800,0.6914630861687783,2.1333333333333333,0
10281800,0.7100656331042037,2.2085651708616063,0
10281800,0.734918321996485,2.2864500534107592,0
10281800,0.7681678579607126,2.367081540411403,0
10281800,0.8120684041574934,2.450556490660341,0
10281800,0.8690932628533539,2.536975178672471,0
10281800,0.9417752108765897,2.626441415135823,0
10281800,1.0318742792271733,2.719062671614427,0
10281800,1.1391957184688968,2.814950209648842,0
10281800,1.2612770199275347,2.914219214409377,0
10281800,1.3952021932513536,3.0169889330626023,0
10281800,1.5414201504270235,3.123382818017335,0
10281800,1.7072866702611202,3.2335286752221832,0
10281800,1.9067789943176838,3.3475588176928035,0
10281800,2.1540050313038104,3.4656102244532714,0
10281800,2.45183472599332,3.587824705082515,0
10281800,2.7812906414101772,3.7143490700634647,0
10281800,3.0992816026406773,3.845335307139543,0
10281800,3.3498743509527635,3.980940763890379,0
10281800,3.4880174097791774,4.121328336746008,0
10281800,3.507092526152172,4.266666666666667,0
10281800,3.4567142514292835,4.417130341723213,0
10281800,3.4388333811145517,4.5729001068215185,0
10281800,3.5799498164534325,4.734163080822806,0
10281800,3.990262788490722,4.901112981320682,0
10281800,4.726739326250896,5.073950357344942,0
10281800,5.770723863384722,5.252882830271646,0
10281800,7.019403820061201,5.438125343228854,0
10281800,8.288238846505246,5.629900419297684,0
10281800,9.331065490845967,5.828438428818754,0
10281800,9.89114427711953,6.033977866125205,0
10281800,9.783565581943137,6.24676563603467,0
10281800,8.980106780342638,6.4670573504443665,0
10281800,7.646333839307186,6.695117635385607,0
10281800,6.093908566784355,6.931220448906543,0
10281800,4.66057845903186,7.17564941016503,0
10281800,3.5826672815414184,7.428698140126929,0
10281800,2.934024850217991,7.690670614279086,0
10281800,2.65821626393568,7.961881527780758,0
10281800,2.657002508573881,8.242656673492016,0
10281800,2.872305373048575,8.533333333333333,0
10281800,3.323025114333285,8.834260683446425,0
10281800,4.0970500822424905,9.145800213643037,0
10281800,5.317442286777171,9.468326161645612,0
10281800,7.09781533121143,9.802225962641364,0
10281800,9.492117537484063,10.147900714689884,0
10281800,12.440332061313349,10.505765660543291,0
10281800,15.717416580942617,10.876250686457707,0
10281800,18.90702242747683,11.259800838595368,0
10281800,21.43531431701923,11.656876857637508,0
10281800,22.695036087812365,12.06795573225041,0
10281800,22.249859635252204,12.49353127206934,0
10281800,20.04330129713249,12.934114700888733,0
10281800,16.4908817876625,13.390235270771214,0
10281800,12.36567233831572,13.862440897813086,0
10281800,8.50526259272425,14.35129882033006,0
10281800,5.496296121393158,14.857396280253859,0
10281800,3.5173344947415663,15.381341228558172,0
10281800,2.4059211756209575,15.923763055561516,0
10281800,1.8587573500132073,16.485313346984032,0
10281800,1.612222065707879,17.066666666666666,0
10281800,1.5159755378156317,17.66852136689285,0
10281800,1.5144674018810373,18.291600427286063,0
10281800,1.5967664421840397,18.936652323291224,0
10281800,1.757668801152917,19.604451925282742,0
10281800,1.9800834751545158,20.295801429379768,0
10281800,2.2322512622171784,21.011531321086583,0
10281800,2.4726715990763735,21.7525013729154,0
10281800,2.659065498331237,22.519601677190735,0
10281800,2.7588501400578576,23.31375371527503,0
10281800,2.757326446834276,24.13591146450082,0
10281800,2.6591273072907016,24.98706254413868,0
10281800,2.4814611387477354,25.86822940177745,0
10281800,2.2437012541974606,26.780470541542428,0
10281800,1.9615245153295935,27.72488179562619,0
10281800,1.6499183303262797,28.70259764066012,0
10281800,1.3302874497375898,29.714792560507718,0
10281800,1.0320216935153215,30.762682457116327,0
10281800,0.784315251787967,31.84752611112303,0
10281800,0.6042994300474307,32.970626693968086,0
10281800,0.49145739763007007,34.13333333333333,0
10281800,0.43214165683638045,35.3370427337857,0
10281800,0.4092612832184002,36.58320085457213,0
10281800,0.40962688403986997,37.87330464658245,0
10281800,0.42566519471038006,39.208903850565484,0
10281800,0.4533995189535784,40.591602858759536,0
10281800,0.49019839847681757,42.023062642173166,0
10281800,0.5341148568361411,43.5050027458308,0
10281800,0.5843753303396624,45.03920335438147,0
10281800,0.6416469626184786,46.62750743055006,0
10281800,0.7073188571742485,48.27182292900164,0
10281800,0.7822211578174829,49.97412508827736,0
10281800,0.8657732720724115,51.73645880355497,0
10281800,0.9560012653400524,53.560941083084856,0
10281800,1.049835534229141,55.44976359125238,0
10281800,1.1427564151715897,57.40519528132024,0
10281800,1.2276778757366902,59.429585121015435,0
10281800,1.2941779120862222,61.525364914232725,0
10281800,1.3295112982501296,63.69505222224606,0
10281800,1.3217922215295195,65.94125338793617,0
10281800,1.2641315340907684,68.26666666666667,0
10281800,1.1576550144824977,70.6740854675714,0
10281800,1.0118425578213432,73.16640170914434,0
10281800,0.842114730082867,75.7466092931649,0
10281800,0.6660171936925645,78.41780770113097,0
10281800,0.49971651641995113,81.18320571751907,0
10281800,0.3556904770938723,84.04612528434633,0
10281800,0.24148740640531763,87.0100054916617,0
10281800,0.15928810882026828,90.07840670876294,0
10281800,0.10645987040012944,93.25501486110012,0
10281800,0.07726477404121712,96.54364585800327,0
10281800,0.06516981794240835,99.94825017655472,0
10281800,0.06471992477077157,103.47291760710993,0
10281800,0.07230950131440186,107.12188216616971,0
10281800,0.08599315017068938,110.89952718250476,0
10281800,0.10494520762320399,114.81039056264048,0
10281800,0.12908018848160538,118.85917024203087,0
10281800,0.1589649206646677,123.05072982846545,0
10281800,0.195815938000377,127.39010444449212,0
10281800,0.24123561739588148,131.88250677587234,0
10281800,0.2964353318611208,136.53333333333333,0
10281800,0.36100007168626136,141.3481709351428,0
10281800,0.4316441334472997,146.33280341828868,0
10281800,0.5016613276467995,151.4932185863298,0
10281800,0.5616601349753519,156.83561540226194,0
10281800,0.6016466836326043,162.36641143503815,0
10281800,0.613801124625909,168.09225056869266,0
10281800,0.5948133446224596,174.0200109833234,0
10281800,0.546788306896177,180.15681341752588,0
10281800,0.47649768964976486,186.51002972220024,0
10281800,0.3935909296091519,193.08729171600655,0
10281800,0.30859933496502967,199.89650035310945,0
10281800,0.2311293493719804,206.94583521421987,0
10281800,0.1682659997735957,214.24376433233942,0
10281800,0.12341472815635912,221.7990543650095,0
10291500,0.039277372519382105,0.06666666666666667,1
10291500,0.04806088783959866,0.06901766158942517,1
10291500,0.056566991622813784,0.0714515641690862,1
10291500,0.06431495143940488,0.07397129813785633,1
10291500,0.07106385393958757,0.07657989033313566,1
10291500,0.07685000033124843,0.07928047433351472,1
10291500,0.08190905606905238,0.08207629422299442,1
10291500,0.08653394791158511,0.08497070848795081,1
10291500,0.09095351816828028,0.08796719405152627,1
10291500,0.09528961289472299,0.09106935045029302,1
10291500,0.0995891427636829,0.09428090415820632,1
10291500,0.10388454103147587,0.09760571306304168,1
10291500,0.10823601042593485,0.1010477711006932,1
10291500,0.11273619223143658,0.1046112130529001,1
10291500,0.1174842057518285,0.10830031951416473,1
10291500,0.12254850618760986,0.11211952203382859,1
10291500,0.12793931297101765,0.11607340843948322,1
10291500,0.1336058274841362,0.1201667283481107,1
10291500,0.13946156611543953,0.12440439887157431,1
10291500,0.1454253964175554,0.12879151052331275,1
10291500,0.1514554984758081,0.13333333333333333,1
10291500,0.1575578319913612,0.13803532317885034,1
10291500,0.16376810828464744,0.1429031283381724,1
10291500,0.17012317335837085,0.14794259627571266,1
10291500,0.17664094760584345,0.1531597806662713,1
10291500,0.1833174889331838,0.15856094866702944,1
10291500,0.19013747415925464,0.16415258844598885,1
10291500,0.1970913618970605,0.16994141697590162,1
10291500,0.20419684969241067,0.1759343881030526,1
10291500,0.21152301271120524,0.18213870090058606,1
10291500,0.21920772366405444,0.18856180831641264,1
10291500,0.22745153674339902,0.19521142612608336,1
10291500,0.23647695271307118,0.2020955422013864,1
10291500,0.2464609922337006,0.2092224261058002,1
10291500,0.25746656091758985,0.21660063902832946,1
10291500,0.2694001747130863,0.22423904406765718,1
10291500,0.282011203285707,0.23214681687896643,1
10291500,0.2949328563145476,0.2403334566962214,1
10291500,0.3077555772226536,0.24880879774314865,1
10291500,0.32011639283446003,0.2575830210466255,1
10291500,0.3317766388442018,0.26666666666666666,1
10291500,0.3426483493047876,0.27607064635770073,1
10291500,0.35273627467608615,0.2858062566763448,1
10291500,0.36201000650660836,0.29588519255142526,1
10291500,0.3702946753803666,0.3063195613325426,1
10291500,0.3773013991791111,0.3171218973340589,1
10291500,0.3828451483025061,0.32830517689197775,1
10291500,0.3871451299349656,0.33988283395180324,1
10291500,0.39099656722283843,0.35186877620610524,1
10291500,0.3956517172991567,0.36427740180117213,1
10291500,0.4024268432992942,0.3771236166328253,1
10291500,0.4122199033066543,0.3904228522521668,1
10291500,0.42516233934780184,0.4041910844027728,1
10291500,0.44054150067822945,0.41844485221160044,1
10291500,0.4570068494728342,0.4332012780566589,1
10291500,0.4729811341130569,0.44847808813531437,1
10291500,0.4871432064238237,0.464293633757933,1
10291500,0.4988235874544668,0.4806669133924428,1
10291500,0.5081752530368284,0.49761759548629736,1
10291500,0.5160658685870484,0.515166042093251,1
10291500,0.5237501892208152,0.5333333333333333,1
10291500,0.5324549671575984,0.5521412927154015,1
10291500,0.5430068035084551,0.5716125133526896,1
10291500,0.5555841907327312,0.5917703851028507,1
10291500,0.5696337845021153,0.6126391226650852,1
10291500,0.5839738727225883,0.6342437946681178,1
10291500,0.5970788119063554,0.6566103537839555,1
10291500,0.6074724658798659,0.6797656679036065,1
10291500,0.6141007941207639,0.7037375524122105,1
10291500,0.6165699009880039,0.7285548036023443,1
10291500,0.6152147701714542,0.7542472332656506,1
10291500,0.6110178829408774,0.7808457045043335,1
10291500,0.6053836294231079,0.8083821688055456,1
10291500,0.5997679754344446,0.8368897044232009,1
10291500,0.5952488799172216,0.8664025561133178,1
10291500,0.5922436352740076,0.8969561762706287,1
10291500,0.590564043222317,0.928587267515866,1
10291500,0.5897858294818156,0.9613338267848855,1
10291500,0.5896655623913325,0.9952351909725947,1
10291500,0.590310311880492,1.030332084186502,1
10291500,0.5920349856335604,1.0666666666666667,1
10291500,0.5951087561833344,1.1042825854308025,1
10291500,0.5996399055284314,1.1432250267053796,1
10291500,0.605654219841921,1.1835407702057015,1
10291500,0.6132024726299716,1.2252782453301705,1
10291500,0.622306820689964,1.2684875893362355,1
10291500,0.6327408647546248,1.3132207075679105,1
10291500,0.643853820304464,1.3595313358072134,0.99
10291500,0.6546786333202186,1.407475104824421,0.96
10291500,0.6643471611497849,1.4571096072046885,0.9
10291500,0.6725622284154403,1.5084944665313011,0.76
10291500,0.6798233227950494,1.5616914090086667,0.46
10291500,0.6873193228898119,1.6167643376110916,0.22
10291500,0.6966382496238621,1.6737794088464018,0.13
10291500,0.7094659794023535,1.7328051122266357,0.05
10291500,0.7273126170340818,1.7939123525412575,0
10291500,0.7512348426681474,1.8571745350317324,0
10291500,0.7815902972138619,1.9226676535697715,0
10291500,0.8179551479408484,1.9904703819451894,0
10291500,0.8593285307036463,2.060664168373004,0
10291500,0.9046052553902474,2.1333333333333333,0
10291500,0.953117900422832,2.2085651708616063,0
10291500,1.0050094163274623,2.2864500534107592,0
10291500,1.0613655053398374,2.367081540411403,0
10291500,1.1242143040109625,2.450556490660341,0
10291500,1.196419585169429,2.536975178672471,0
10291500,1.2812233895200924,2.626441415135823,0
10291500,1.381201414817509,2.719062671614427,0
10291500,1.497004099125838,2.814950209648842,0
10291500,1.6270661128293993,2.914219214409377,0
10291500,1.7694860999009365,3.0169889330626023,0
10291500,1.9258595786363137,3.123382818017335,0
10291500,2.1046104621478374,3.2335286752221832,0
10291500,2.3201354452059317,3.3475588176928035,0
10291500,2.585566776845561,3.4656102244532714,0
10291500,2.9010849497520765,3.587824705082515,0
10291500,3.2440584741228657,3.7143490700634647,0
10291500,3.5685988035521357,3.845335307139543,0
10291500,3.8187515933339276,3.980940763890379,0
10291500,3.9527310491128236,4.121328336746008,0
10291500,3.9686475369317393,4.266666666666667,0
10291500,3.918859783319485,4.417130341723213,0
10291500,3.9032688236079673,4.5729001068215185,0
10291500,4.0414886595230914,4.734163080822806,0
10291500,4.434726306976156,4.901112981320682,0
10291500,5.132222098453753,5.073950357344942,0
10291500,6.110991500107552,5.252882830271646,0
10291500,7.2685636340153295,5.438125343228854,0
10291500,8.427344440165747,5.629900419297684,0
10291500,9.356923668068092,5.828438428818754,0
10291500,9.824379088687405,6.033977866125205,0
10291500,9.669977586130306,6.24676563603467,0
10291500,8.880616679577367,6.4670573504443665,0
10291500,7.617078146332614,6.695117635385607,0
10291500,6.165358185886696,6.931220448906543,0
10291500,4.826930610838283,7.17564941016503,0
10291500,3.807350630026581,7.428698140126929,0
10291500,3.167315732347786,7.690670614279086,0
10291500,2.8560385304579667,7.961881527780758,0
10291500,2.7908740618890797,8.242656673492016,0
10291500,2.927227014509702,8.533333333333333,0
10291500,3.286788775963996,8.834260683446425,0
10291500,3.946948400716981,9.145800213643037,0
10291500,5.009489754241666,9.468326161645612,0
